43040,41994
43173,42085
43242,42226
43301,42263
43410,42504
43543,42545
43550,42585
43619,42605
43622,42631
43692,42850
43984,43072
44083,43276
44190,43393
44209,43398
44396,43619
44532,43619
44573,43619
44609,43619
44661,43619
44748,43619
44774,43619
44985,43760
45009,43778
45158,43807
45202,43897
45296,44020
45305,44090
45318,44159
45405,44539
45534,44764
45581,44931
45614,44983
45629,45281
45645,45332
45701,45488
45765,45783
45865,45804
46286,45944
46405,46127
46431,46180
46434,46534
46692,46622
46953,46751
47096,46767
47154,46862
47227,47227
47310,47227
47345,47227
47612,47227
47630,47227
47740,47227
47956,47227
47973,47227
48063,47227
48070,47227
48293,47227
48373,47227
48622,47227
48847,47227
49192,47227
49196,47227
49208,47227
49261,47309
49442,47641
49504,47714
49565,47752
49601,48153
49682,48403
49739,48560
49755,48719
49946,48742
49988,48749
49997,48803
50215,48982
50419,49196
50641,49196
50715,49196
50724,49196
50836,49196
51180,49196
51321,49196
51369,49196
51374,49196
51564,49242
51578,49305
51584,49751
51596,50162
51639,50479
51895,51191
52053,51572
52129,51581
52132,51728
52139,51736
52260,51942
52305,52130
52407,52138
52761,52163
52867,52565
52887,52608
52973,52913
53053,52928
53067,53110
53306,53283
53334,53315
53443,53430
53500,53467
53592,53557
53753,53759
53779,54006
53931,54169
54212,54196
54445,54219
54548,54268
54667,54460
54841,54470
55020,54539
55035,54577
55224,54799
55352,54906
55623,54937
55686,55002
55699,55104
55824,55759
55879,55986
55986,56070
56076,56357
56194,56524
56196,56593
56334,56653
56409,56685
56430,56724
56457,56820
56678,56860
56793,57178
56874,57459
56899,57465
56957,57490
56969,57680
56978,57714
57029,57933
57141,58067
57265,58067
57306,58067
57350,58067
57363,58067
57365,58067
57427,58067
57478,58067
57600,58074
57700,58136
57703,58239
57756,58448
57758,58465
57779,58771
57972,58846
58055,58938
58067,59051
58070,59209
58093,59209
58161,59209
58314,59209
58380,59209
58468,59209
58498,59209
58531,59209
58743,59209
59015,59209
59044,59209
59092,59209
59117,59209
59209,59209
59419,59209
59446,59209
59779,59209
59784,59209
59876,59209
59907,59239
60034,59293
60057,59374
60065,59545
60068,59686
60072,59845
60140,60034
60385,60034
60469,60034
60500,60034
60654,60034
60690,60034
60801,60034
60899,60034
60969,60034
60988,60034
61058,60034
61060,60034
61061,60034
61321,60034
61522,60034
61551,60034
61595,60034
61662,60034
61668,60228
61723,60267
61761,60406
61968,60524
62036,60540
62109,60632
62165,60717
62202,60877
62228,60910
62270,61152
62273,61171
62377,61321
62403,61321
62446,61321
62524,61321
62809,61321
62872,61321
62919,61321
63193,61321
63380,61321
63408,61321
63594,61321
63644,61321
63752,61327
63754,61518
63821,61551
63976,61551
64084,61551
64368,61551
64391,61551
64396,61551
64506,61551
64599,61551
64729,61551
64826,61551
64900,61551
64945,61551
65052,61551
65159,61551
65163,61551
65334,61551
65532,61551
65550,61551
65593,61551
65598,61657
65643,61787
65733,61879
65744,62041
65779,62157
65978,62282
66024,62491
66054,62712
66156,62719
66231,62759
66261,62946
66274,63193
66316,63193
66336,63193
66349,63193
66378,63193
66398,63193
66452,63193
66575,63193
66613,63193
66614,63193
66617,63414
66682,63551
66761,63559
66902,63648
66914,63754
66945,63754
66971,63754
67273,63754
67309,63754
67431,63754
67449,63754
67482,63754
67520,64457
67642,64663
67747,64705
67845,64736
67888,64874
68055,64955
68163,65125
68310,65227
68426,65307
68457,65364
68473,65375
68503,65386
68559,65627
68580,65779
68641,65779
68814,65779
68856,65779
68879,65779
68895,65779
68981,65779
69083,65779
69158,65779
69182,65841
69207,65947
69518,65961
69604,66209
69732,66320
69866,66336
69945,66336
70045,66336
70051,66336
70145,66336
70172,66474
70298,66518
70300,66545
70374,66587
70402,66828
70441,66996
70553,67069
70591,67267
70627,67420
70644,67481
70646,67571
70665,67717
70702,67781
70711,67989
70738,68277
70837,68295
70843,68516
71038,68642
71120,68846
71181,68884
71185,68950
71224,68981
71865,68981
71948,68981
71969,69134
71987,69158
72012,69158
72108,69158
72120,69158
72212,69158
72431,69158
72553,69158
72577,69158
72662,69158
72997,69158
73082,69158
73181,69158
73250,69158
73297,69269
73367,69573
73386,69880
73700,70326
73725,70388
73817,70413
73969,70479
74176,70557
74303,70963
74305,71000
74383,71004
74515,71011
74619,71196
75023,71300
75046,71439
75075,71625
75094,71636
75098,71733
75144,71848
75162,72036
75233,72225
75619,72284
75625,72435
75663,73054
75816,73119
76013,73493
76284,73535
76287,73587
76324,73631
76363,73806
76420,73952
76437,73981
76649,74365
76669,74542
76756,74679
76923,74713
77442,74839
77668,74945
77753,74971
77866,75286
77897,75565
77954,75617
78107,75715
78117,75778
78226,75790
78343,75928
78373,76287
78374,76287
78415,76287
78431,76287
78498,76287
78677,76287
78694,76287
78769,76287
78792,76287
78913,76287
79096,76287
79097,76324
79098,76324
79148,76324
79263,76324
79294,76324
79297,76324
79421,76324
79835,76324
80054,76324
80223,76324
80319,76324
80467,76324
80568,76324
80651,76324
80676,76324
80749,76324
80773,76324
80802,76363
80835,76363
80969,76363
80977,76363
81026,76363
81168,76363
81230,76363
81264,76363
81279,76363
81371,76363
81481,76363
81613,76363
81688,76363
81735,76363
81868,76363
81937,76363
82045,76363
82139,76363
82359,76363
82394,76363
82477,76435
82555,76860
82567,77218
82673,77288
82692,77391
82907,77472
82921,77651
83096,77969
83129,78117
83131,78117
83139,78117
83170,78117
83434,78117
83465,78117
83475,78117
83616,78300
83620,78373
83776,78373
83918,78373
83953,78373
83956,78373
83968,78373
84150,78373
84197,78373
84236,78373
84268,78373
84383,78373
84539,78373
84546,78373
84563,78373
84610,78373
84663,78373
84718,78373
84866,78373
85153,78373
85338,78593
85405,78739
85479,78760
85543,78955
85746,79218
85821,79444
85897,79531
85916,79651
86027,80208
86142,80280
86144,80489
86226,80516
86252,80535
86396,80574
86418,80598
86560,80611
86680,80876
86775,80975
86853,81132
86870,81168
87206,81168
87246,81168
87270,81168
87562,81168
87708,81168
87726,81168
87744,81168
87921,81168
87986,81168
88038,81168
88136,81168
88155,81168
88189,81168
88227,81168
88269,81298
88316,81327
88373,81345
88419,81365
88436,81380
88458,81708
88549,81835
88681,81868
88698,81868
88754,81868
88858,81868
88886,81868
89043,81868
89157,82052
89303,82175
89365,82348
89499,82403
89578,82477
89609,82477
89689,82728
89726,83075
89846,83211
89857,83311
89894,83328
90048,83337
90161,83354
90168,83360
90170,83377
90273,83416
90484,83512
90624,83582
90639,83718
90720,83847
90763,83914
90868,84394
90983,84396
90995,84631
91076,84819
91330,85133
91365,85167
91431,85174
91493,85619
91526,85623
91632,85648
91665,85678
91724,85770
91768,85817
91771,87067
91813,87173
91876,87428
92000,87612
92062,87650
92173,88063
92308,88090
92349,88154
92355,88193
92422,88553
92593,88633
92724,88778
92955,88861
93012,89262
93073,89269
93086,90041
93195,90226
93294,90256
93394,90260
93512,90563
93672,90756
93747,90826
93780,91070
93789,91120
93840,91391
93934,91401
94319,91526
94329,91526
94576,91893
94626,92060
94851,92236
94886,92287
95125,92342
95154,93059
95169,93360
95191,93619
95268,93764
95504,94227
95514,94253
95805,95058
95866,95142
95962,95805
95968,95805
96047,95805
96064,95805
96146,95805
96168,95805
96228,95805
96443,95805
96583,95805
96748,95805
96800,95805
96897,95805
96903,95805
96931,95805
96972,95805
97194,95805
97296,95805
97410,95805
97439,95805
97480,95805
97489,96540
97662,96591
97780,96601
97896,96869
97957,96903
98263,96903
98276,96903
98471,97224
98506,97536
98618,97741
98652,98020
98695,98095
98969,98114
99202,98262
99320,98421
99354,98556
99403,99070
99419,99211
99544,99459
99702,99601
99736,99638
99873,99697
